class,l_a,l_wm_a,l_wm_av,l_m_a,l_m_av,r_a,r_wm_a,r_wm_av,r_m_a,r_m_av
HAPPY,-1.4084672331810002,-1.3671947896480563,-1.3671742068549484,-0.363240467334116,-0.3609428502338041,-1.6818765997886667,-1.699059677124024,-1.699067526902608,-1.004460861856068,-1.0042727823750512
HAPPY,-1.3940207362174992,-1.385262501239777,-1.385251347519211,-0.363240467334116,-0.3609428502338041,-1.6847890615463266,-1.6951823651790625,-1.6951927405942486,-1.004460861856068,-1.0042727823750512
HAPPY,-1.4105208516120915,-1.4018565952777866,-1.4018548067343959,-0.363240467334116,-0.3609428502338041,-1.7022095918655404,-1.6933733999729164,-1.693375923718786,-1.004460861856068,-1.0042727823750512
HAPPY,-1.3696211576461796,-1.4003573656082158,-1.4003615480567693,-0.363240467334116,-0.3609428502338041,-1.6863079667091379,-1.6914410591125495,-1.6914433545747467,-1.004460861856068,-1.0042727823750512
HAPPY,-1.3484542965888981,-1.3862168550491336,-1.3862196709997663,-0.363240467334116,-0.3609428502338041,-1.6506484746932992,-1.681166338920594,-1.6811641485537956,-1.004460861856068,-1.0042727823750512
HAPPY,-1.3186350464820866,-1.3682504177093509,-1.3682518014984781,-0.363240467334116,-0.3609428502338041,-1.639384627342225,-1.6726679444313057,-1.6726618834246718,-1.004460861856068,-1.0042727823750512
HAPPY,-1.2852629721164708,-1.3464988648891452,-1.346498989427637,-0.363240467334116,-0.3609428502338041,-1.5923243165016183,-1.654174995422364,-1.6541593195027835,-1.004460861856068,-1.0042727823750512
HAPPY,-1.0472522228956227,-1.2738451391458514,-1.2740799992346354,-0.363240467334116,-0.3609428502338041,-1.2176956534385686,-1.5572722077369696,-1.558148600235334,-1.004460861856068,-1.0042727823750512
HAPPY,-0.8646300137043003,-1.1728469103574757,-1.173443028640393,-0.363240467334116,-0.3609428502338041,-1.1585049033164982,-1.4517115950584418,-1.4537467601184633,-1.004460861856068,-1.0042727823750512
HAPPY,-0.7162107229232791,-1.0463981956243518,-1.0471124020090026,-0.363240467334116,-0.3609428502338041,-1.1783016920089726,-1.3572422385215763,-1.35934765409076,-1.004460861856068,-1.0042727823750512
HAPPY,-0.3779516816139224,-0.8582615226507191,-0.8587849877195001,-0.363240467334116,-0.3609428502338041,-0.9161666035652163,-1.2125986337661747,-1.2140882222872291,-1.004460861856068,-1.0042727823750512
HAPPY,0.1571399867534637,-0.5697809308767322,-0.569524593509494,-0.363240467334116,-0.3609428502338041,-0.5519076883792877,-1.0045153081417086,-1.0041612423984527,-1.004460861856068,-1.0042727823750512
HAPPY,0.31859669089317333,-0.29661114811897293,-0.2959774190289342,-0.363240467334116,-0.3609428502338041,0.0034232512116432745,-0.7602915272116663,-0.7586118109811333,-1.004460861856068,-1.0042727823750512
HAPPY,0.2860959172248841,-0.06646596193313609,-0.06595063631917875,-0.363240467334116,-0.3609428502338041,-0.21259397268295288,-0.5711093410849573,-0.5695907752485049,-1.004460861856068,-1.0042727823750512
HAPPY,-0.05696332454681419,0.06538351774215691,0.06555685372433707,-0.363240467334116,-0.3609428502338041,-0.7317959070205691,-0.48180818408727655,-0.4812471349934763,-1.004460861856068,-1.0042727823750512
HAPPY,-0.41430607438087486,0.05811263918876641,0.05804107717515364,-0.363240467334116,-0.3609428502338041,-0.73563688993454,-0.4457022413611413,-0.445715991149058,-1.004460861856068,-1.0042727823750512
HAPPY,-0.5350445508956913,-0.08032426834106457,-0.08042985008863417,-0.363240467334116,-0.3609428502338041,-1.0738522410392763,-0.5500911518931391,-0.5504323974289556,-1.004460861856068,-1.0042727823750512
HAPPY,0.24258163571357716,-0.0955272793769838,-0.09549610684806262,-0.363240467334116,-0.3609428502338041,-0.3431318551301957,-0.6194021731615068,-0.6193190691497243,-1.004460861856068,-1.0042727823750512
HAPPY,0.4200215935707093,-0.06874214410781879,-0.06854998259836169,-0.363240467334116,-0.3609428502338041,-0.4624571800231934,-0.669374814629555,-0.6690530150115572,-1.004460861856068,-1.0042727823750512
HAPPY,0.34161514043807983,0.010973548889160033,0.011261123358395835,-0.363240467334116,-0.3609428502338041,-0.5078105330467224,-0.6245777398347856,-0.6242073418435673,-1.004460861856068,-1.0042727823750512
HAPPY,0.21474510431289662,0.13678378462791435,0.1369795315805137,-0.363240467334116,-0.3609428502338041,-0.5381743013858795,-0.5850852221250534,-0.5847741530234216,-1.004460861856068,-1.0042727823750512
HAPPY,-0.03540065884590171,0.23671256303787228,0.23664131016786233,-0.363240467334116,-0.3609428502338041,-0.7791895568370821,-0.5261526852846146,-0.5264163201740595,-1.004460861856068,-1.0042727823750512
HAPPY,-0.028180450201034768,0.18256014585494984,0.1824467700346919,-0.363240467334116,-0.3609428502338041,-0.8970769643783572,-0.6369417071342468,-0.6372238877398523,-1.004460861856068,-1.0042727823750512
HAPPY,0.23110754787921894,0.14477733671665177,0.14473503400936474,-0.363240467334116,-0.3609428502338041,-0.377402663230896,-0.6199308037757875,-0.6199690620572259,-1.004460861856068,-1.0042727823750512
HAPPY,0.45149359107017506,0.16675302684307083,0.16679006812799635,-0.363240467334116,-0.3609428502338041,-0.4972363561391831,-0.6178159683942795,-0.6177311150540026,-1.004460861856068,-1.0042727823750512
HAPPY,0.47716224193573,0.2192364543676375,0.21930885239462927,-0.363240467334116,-0.3609428502338041,-0.4891024231910705,-0.6080015927553177,-0.6078247242121617,-1.004460861856068,-1.0042727823750512
HAPPY,0.49127631634473806,0.32457184940576544,0.32462834994013984,-0.363240467334116,-0.3609428502338041,-0.40650500357151026,-0.5334646821022033,-0.5333180358647954,-1.004460861856068,-1.0042727823750512
HAPPY,0.3663133680820464,0.40347061306238163,0.40348182921019543,-0.363240467334116,-0.3609428502338041,-0.8057632446289062,-0.5152019381523132,-0.5153102012983223,-1.004460861856068,-1.0042727823750512
HAPPY,0.20440340042114247,0.39812978357076645,0.3981018347300136,-0.363240467334116,-0.3609428502338041,-0.7851172983646394,-0.5967448651790619,-0.5968446727508502,-1.004460861856068,-1.0042727823750512
HAPPY,0.20724301040172566,0.34927966743707656,0.3492419696055655,-0.363240467334116,-0.3609428502338041,-0.8076147139072418,-0.6588205367326736,-0.6589208554054554,-1.004460861856068,-1.0042727823750512
HAPPY,0.283035323023796,0.3104542836546898,0.3104300964471594,-0.363240467334116,-0.3609428502338041,-0.17814859747886658,-0.5966297715902329,-0.5965861788838513,-1.004460861856068,-1.0042727823750512
HAPPY,0.3432790189981459,0.2808548241853713,0.2808564811877499,-0.363240467334116,-0.3609428502338041,-0.3893385231494904,-0.5931964755058289,-0.5930622532629681,-1.004460861856068,-1.0042727823750512
HAPPY,0.43458998203277577,0.2945101469755172,0.29453406889300254,-0.363240467334116,-0.3609428502338041,-0.9114340841770172,-0.6143306434154511,-0.6143077393515389,-1.004460861856068,-1.0042727823750512
HAPPY,0.3926514908671378,0.33215976506471623,0.3321798628498825,-0.363240467334116,-0.3609428502338041,-0.7733797132968903,-0.6119831264019012,-0.6120387939616186,-1.004460861856068,-1.0042727823750512
HAPPY,0.26934900879859913,0.34458096474409095,0.3445828545348008,-0.363240467334116,-0.3609428502338041,-0.5401105582714081,-0.5584822952747345,-0.5585816069912876,-1.004460861856068,-1.0042727823750512
HAPPY,0.10800258815288533,0.3095744177699088,0.3095562904275079,-0.363240467334116,-0.3609428502338041,-0.7264713943004608,-0.6681468546390533,-0.6681728816609916,-1.004460861856068,-1.0042727823750512
HAPPY,-0.03503164649009721,0.23391228467226016,0.2338817448566764,-0.363240467334116,-0.3609428502338041,-0.6465616822242739,-0.71959148645401,-0.7195512349960697,-1.004460861856068,-1.0042727823750512
HAPPY,-0.08372658491134655,0.1302489712834357,0.13022369272920067,-0.363240467334116,-0.3609428502338041,-0.8928368389606479,-0.7158720374107361,-0.7158887294179331,-1.004460861856068,-1.0042727823750512
HAPPY,0.1699317842721938,0.0857050299644469,0.08569812296479837,-0.363240467334116,-0.3609428502338041,-0.8519543409347536,-0.7315869629383089,-0.7316272095004762,-1.004460861856068,-1.0042727823750512
HAPPY,0.1785656139254569,0.06754835098981846,0.0675546101178274,-0.363240467334116,-0.3609428502338041,-0.6419119536876678,-0.7519472420215608,-0.7519490506130525,-1.004460861856068,-1.0042727823750512
HAPPY,0.1117088496685027,0.06828960329294192,0.06829870841444594,-0.363240467334116,-0.3609428502338041,-0.7980250865221024,-0.7662579804658891,-0.7662601909444794,-1.004460861856068,-1.0042727823750512
HAPPY,0.1852239817380904,0.11234072893857945,0.11234875810823292,-0.363240467334116,-0.3609428502338041,-0.7546470165252686,-0.787875047326088,-0.7878604515596421,-1.004460861856068,-1.0042727823750512
HAPPY,0.22626027464866627,0.17433810085058202,0.17433991947310476,-0.363240467334116,-0.3609428502338041,-0.6484042704105377,-0.738988533616066,-0.7389773818165317,-1.004460861856068,-1.0042727823750512
HAPPY,0.06793235242366774,0.1539382144808768,0.15393773007853565,-0.363240467334116,-0.3609428502338041,-0.7980863749980927,-0.7282149404287338,-0.7282201239714132,-1.004460861856068,-1.0042727823750512
HAPPY,-0.21922782063484225,0.07437952756881698,0.07437381194067669,-0.363240467334116,-0.3609428502338041,-0.9395974278450016,-0.7877520352602005,-0.7877560795172349,-1.004460861856068,-1.0042727823750512
HAPPY,-0.24827116727829002,0.0023835241794584296,0.0023807121264982543,-0.363240467334116,-0.3609428502338041,-0.9462792575359348,-0.8174028694629671,-0.8173892010703421,-1.004460861856068,-1.0042727823750512
HAPPY,0.06524638831615431,-0.02161199450492879,-0.021611595404710523,-0.363240467334116,-0.3609428502338041,-1.033743560314179,-0.8732221782207492,-0.8731953511053957,-1.004460861856068,-1.0042727823750512
HAPPY,0.12356001138687123,-0.0421520471572878,-0.04214897158732331,-0.363240467334116,-0.3609428502338041,-0.7254405915737152,-0.8886294424533847,-0.8886159628326789,-1.004460861856068,-1.0042727823750512
HAPPY,0.21328643709421147,-0.013081230223179053,-0.013074088370458514,-0.363240467334116,-0.3609428502338041,-0.720576673746109,-0.8731275022029878,-0.8731161245570381,-1.004460861856068,-1.0042727823750512
HAPPY,0.18391205370426167,0.06754674464464173,0.06755728480017276,-0.363240467334116,-0.3609428502338041,-0.7414616346359254,-0.8335003435611726,-0.8334738733276882,-1.004460861856068,-1.0042727823750512
HAPPY,0.10383367538452137,0.13796771317720402,0.13796887278488668,-0.363240467334116,-0.3609428502338041,-0.7434616684913637,-0.7929368257522584,-0.7929167377939893,-1.004460861856068,-1.0042727823750512
HAPPY,-0.09766882658004783,0.10538467019796358,0.10537897751123453,-0.363240467334116,-0.3609428502338041,-0.7139871418476107,-0.7289855420589447,-0.7289856941501633,-1.004460861856068,-1.0042727823750512
HAPPY,-0.30332389473915133,0.02000788897275907,0.019997639195731484,-0.363240467334116,-0.3609428502338041,-1.0285382270812993,-0.7896050691604615,-0.789617231734135,-1.004460861856068,-1.0042727823750512
HAPPY,-0.3818730711936953,-0.09902401268482228,-0.09902697946648582,-0.363240467334116,-0.3609428502338041,-1.147366732358933,-0.8749630808830264,-0.8749733396216072,-1.004460861856068,-1.0042727823750512
HAPPY,0.03419384360313393,-0.12896765470504784,-0.12896659211649864,-0.363240467334116,-0.3609428502338041,-1.1681578457355504,-0.9603023231029514,-0.960310230868812,-1.004460861856068,-1.0042727823750512
HAPPY,0.22758787870407093,-0.10421681404113792,-0.10421313296101646,-0.363240467334116,-0.3609428502338041,-0.7798293530941011,-0.9675758600234989,-0.967571825399128,-1.004460861856068,-1.0042727823750512
HAPPY,-0.5680429339408879,-0.19829163551330592,-0.19828610833040244,-0.363240467334116,-0.3609428502338041,-1.0459917485713963,-1.0339767813682559,-1.0339695633542403,-1.004460861856068,-1.0042727823750512
HAPPY,-0.7815687060356145,-0.2939405977725985,-0.2938992354161415,-0.363240467334116,-0.3609428502338041,-1.3184963464736943,-1.0919684052467349,-1.0918886829641823,-1.004460861856068,-1.0042727823750512
HAPPY,-0.8239228129386906,-0.38235054612159763,-0.3822751560944756,-0.363240467334116,-0.3609428502338041,-1.0560469478368764,-1.0737044483423237,-1.0736276318296774,-1.004460861856068,-1.0042727823750512
HAPPY,-0.9060388207435612,-0.5703970789909366,-0.5703219070667077,-0.363240467334116,-0.3609428502338041,-1.3523058295249943,-1.1105340451002124,-1.110388895356997,-1.004460861856068,-1.0042727823750512
HAPPY,-1.0527145266532902,-0.8264575600624088,-0.8264342505755683,-0.363240467334116,-0.3609428502338041,-1.4779796004295354,-1.2501640945672992,-1.2500898039117414,-1.004460861856068,-1.0042727823750512
HAPPY,-1.0826840400695805,-0.9293857812881473,-0.9291263911722331,-0.363240467334116,-0.3609428502338041,-1.4485581517219548,-1.330677375197411,-1.3306373872076955,-1.004460861856068,-1.0042727823750512
HAPPY,-1.2461313605308537,-1.0222983121871951,-1.021403811477451,-0.363240467334116,-0.3609428502338041,-1.6609114110469827,-1.3991603881120687,-1.398817132021294,-1.004460861856068,-1.0042727823750512
HAPPY,-1.2872148454189305,-1.1149567186832432,-1.1139540312706822,-0.363240467334116,-0.3609428502338041,-1.4870104938745505,-1.4853530973196036,-1.4851451191639802,-1.004460861856068,-1.0042727823750512
HAPPY,-1.1033964157104497,-1.1544282376766208,-1.1540339530902268,-0.363240467334116,-0.3609428502338041,-1.5138310492038733,-1.5176581412553793,-1.5175602170364704,-1.004460861856068,-1.0042727823750512
HAPPY,-1.0895095914602284,-1.1617872506380085,-1.162072289918446,-0.363240467334116,-0.3609428502338041,-1.5316343307495124,-1.5283890873193748,-1.5283420215662378,-1.004460861856068,-1.0042727823750512
HAPPY,-1.0855180919170384,-1.1623540610075,-1.1632586338110733,-0.363240467334116,-0.3609428502338041,-1.4593475461006171,-1.5305469661951074,-1.5307996734652858,-1.004460861856068,-1.0042727823750512
HAPPY,-1.033305555582047,-1.1197889000177388,-1.1209219673501785,-0.363240467334116,-0.3609428502338041,-1.4470416009426124,-1.4877730041742332,-1.487852419358566,-1.004460861856068,-1.0042727823750512
ANGRY,-1.3219212293624882,-1.3219212293624882,-1.3219212293624882,-1.1675626801432306,-1.1672992575970151,-1.5430752635002143,-1.5430752635002143,-1.5430752635002143,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.3547995090484624,-1.3383603692054753,-1.3383715319030614,-1.1675626801432306,-1.1672992575970151,-1.5830992460250861,-1.5630872547626502,-1.5631095961187302,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.363277137279511,-1.3466659585634873,-1.3466811865528239,-1.1675626801432306,-1.1672992575970151,-1.5868232548236854,-1.5709992547829952,-1.5710288171798161,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.3586610853672032,-1.3496647402644162,-1.3496811980800814,-1.1675626801432306,-1.1672992575970151,-1.6085193455219275,-1.5803792774677283,-1.5804321443291656,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.3187528252601628,-1.3434823572635655,-1.3434824023880751,-1.1675626801432306,-1.1672992575970151,-1.595467776060105,-1.5833969771862038,-1.5834513198685918,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.2806175351142888,-1.3352216184139256,-1.3351920724980266,-1.1675626801432306,-1.1672992575970151,-1.5977344810962686,-1.5943288207054145,-1.5943443445702763,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.2085562646389012,-1.3059729695320133,-1.3059139004534523,-1.1675626801432306,-1.1672992575970151,-1.4477510154247288,-1.567259174585343,-1.5671460710875447,-1.5441135246798683,-1.5441220286716917
ANGRY,-0.9964998066425327,-1.2326175034046176,-1.232627364436143,-1.1675626801432306,-1.1672992575970151,-1.2200706899166112,-1.4939086616039279,-1.4939418854860325,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.0462552905082707,-1.1701363444328312,-1.1701671568413639,-1.1675626801432306,-1.1672992575970151,-1.326017260551453,-1.437408244609833,-1.4374834582581095,-1.5441135246798683,-1.5441220286716917
ANGRY,-0.8558750152587895,-1.0775607824325566,-1.077520099641497,-1.1675626801432306,-1.1672992575970151,-1.115082353353501,-1.3413311600685125,-1.341295605250251,-1.5441135246798683,-1.5441220286716917
ANGRY,-0.9640131592750554,-1.01423990726471,-1.0142001109966439,-1.1675626801432306,-1.1672992575970151,-1.381677091121674,-1.2981196820735934,-1.2982058145801576,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.0810333490371709,-0.9887353241443637,-0.9886881373577032,-1.1675626801432306,-1.1672992575970151,-1.5016578733921055,-1.3089010536670689,-1.3090922175682966,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.277141004800797,-1.0448635637760166,-1.044717758177459,-1.1675626801432306,-1.1672992575970151,-1.6637870371341714,-1.397644323110581,-1.39766651352279,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.3125363588333134,-1.0981197774410252,-1.097926120466134,-1.1675626801432306,-1.1672992575970151,-1.6807135939598092,-1.4685835897922521,-1.4685533735869307,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.2952271103858952,-1.1859901964664463,-1.1858300775425277,-1.1675626801432306,-1.1672992575970151,-1.6712284684181222,-1.5798128128051765,-1.5797380984245362,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.290420144796372,-1.2512715935707095,-1.2512407604598987,-1.1675626801432306,-1.1672992575970151,-1.6273775994777688,-1.6289529144763955,-1.6289251981599908,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.2624876797199254,-1.2875624597072606,-1.287559656860222,-1.1675626801432306,-1.1672992575970151,-1.621284008026124,-1.652878141403199,-1.6528477512154736,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.239882737398148,-1.2801108062267308,-1.280092938569824,-1.1675626801432306,-1.1672992575970151,-1.5942027270793921,-1.6389612793922432,-1.6389116021635028,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.2327893078327183,-1.2641613960266116,-1.2641344898399858,-1.1675626801432306,-1.1672992575970151,-1.5860101282596595,-1.6200205862522132,-1.6199732286503137,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.2209024429321294,-1.2492964625358585,-1.249266075304141,-1.1675626801432306,-1.1672992575970151,-1.5699156820774085,-1.5997580289840707,-1.5997214754528897,-1.5441135246798683,-1.5441220286716917
ANGRY,-1.169689923524857,-1.2251504182815556,-1.2251141737739253,-1.1675626801432306,-1.1672992575970151,-1.5095986723899848,-1.576202243566514,-1.5761449370713199,-1.5441135246798683,-1.5441220286716917
